,Name,Question,Answer
2649,Lux Botanicals Bar Soap Jasmine Bouquet 85g,"Olá, boa tarde. O sabonete questão é da cor branco? Digo o produto em si, sem a embalagem.","Hello, how are you? Thank you very much for contacting our store. The color of the soap is Champagne. We hope to clarify your question and remain at your disposal. Sincerely, Levlist Official Store.21 / 09/2020"
2650,Lux Botanicals Bar Soap Jasmine Bouquet 85g,Ok. Mas o seu anúncio não permite essa simulação. Obrigado!!,"Hello, how are you? In the cart, you will have the visibility of values ​​and final freight."
2651,Lux Botanicals Bar Soap Jasmine Bouquet 85g,"I can't see the freight because I want 60 units ... see if you can make R $ 1.00 a unit ... then it helps with shipping ... if so, I ask you to create the product for me to buy ... thank you!!","Hello, the freight is calculated according to the zip code, in this case we advise you to carry out a simulation before completing the purchase :) Sincerely, customer service.14 / 04/2020"
2652,Lux Botanicals Bar Soap Jasmine Bouquet 85g,Boa tarde!! Estou querendo comprar 60. Você consegue frete grátis pra mim? Obrigado,"Hello, free shipping is only for goods sent by post, which are ads participating in the market points promotion. You can view the free shipping conditions by clicking on the shipping calculator, just below the product value. We remain at your service. Sincerely, Customer Service.13 / 04/2020"
2653,Lux Botanicals Bar Soap Jasmine Bouquet 85g,Após aprovação da compra qual o prazo de ser postado nos correios? Esse detalhe que me interessa,"Hello, how are you? We inform you that for more information, just doing the simulation with product in the cart, you will have more information about delivery and deadlines. Sincerely, Levlist official store."
2654,Lux Botanicals Bar Soap Jasmine Bouquet 85g,What is the deadline for sending to the post office and receiving the tracking code?,"Hello, how are you? Thank you very much for contacting our store. We inform you that you have this information after completing the purchase, with the delivery and carrier provision We hope to have clarified your doubt and remain at your disposal. Sincerely, Levlist Official Store.01 / 04/2020"
2655,Protex Oat Bar Soap Kit 85g with 12 Units,"Please, my husband only uses your soap and the PROPOLIS fragrance, but we are not finding it anymore ... how do I get the same?","Olá, bom dia! Infelizmente não temos disponível. Loja operada por Sage's18/09/2020"
2656,Sabonetes Em Barra Cuide-se Bem Nuvem Boticario - 5 De 80g,So I’ll choose more products and let you know if it’s free ok?,"great, I'm at your service31 / 08/2020"
2657,Sabonetes Em Barra Cuide-se Bem Nuvem Boticario - 5 De 80g,If I buy more products and more units will shipping add up to each one?,"Sim, dessa forma o frete acaba sendo gratuito30/08/2020"
2658,Sabonetes Em Barra Cuide-se Bem Nuvem Boticario - 5 De 80g,Good night is the product still available?,Hear / 08/2017
2659,1 Natura Soap Box Every Day,Good morning what's the validity,Good Morning! validity: 11/202119/05/2020
2660,1 Natura Soap Box Every Day,"hi i would like to know if you can get me 10 boxes of cheerful soap and salvia, free shipping.",Boa tarde! Infelizmente no momento só temos uma caixa em estoque.22/01/2020
2661,Motel E Hotel Soap 20g Box With 400 Units,Good night. What is the fragrance?,Bom dia! É floral.28/04/2020
2662,Motel E Hotel Soap 20g Box With 400 Units,Good afternoon !! Does it come unmarked inside and out?,"Good Morning! That's right. Only on the back of the packaging, contains the composition."
2663,Motel E Hotel Soap 20g Box With 400 Units,Qual e o aroma do produto?,Olá! Floral.12/03/2020
2664,Motel E Hotel Soap 20g Box With 400 Units,"How much can you customize with printing directly on the packaging? What would be the value for 2,000 custom units.",Olá! Somente com pedidos acima de 5 mil unidades.14/01/2020
2665,Motel E Hotel Soap 20g Box With 400 Units,Do you customize the packaging as a logo? What is the fragrance?,"Boa tarde! Fragrância floral, só conseguimos personalizar em adesivo.07/01/2020"
2666,Motel E Hotel Soap 20g Box With 400 Units,DO YOU HAVE IT SWEET HERB?,Hello. We don't have it.
2667,Motel E Hotel Soap 20g Box With 400 Units,Qual a fragrância?,Hello. The fragrance is floral! 19/10/2018
2668,Motel E Hotel Soap 20g Box With 400 Units,"Good afternoon, what is the deadline for shipping p / 88061-357 and the freight charge? thanks","Boa tarde. Temos o produto a pronta entrega e postamos um dia após a confirmação de pagamento. O envio normal fica por R$ 26,90 e chega até dia 21/10 efetuando a compra hoje.11/10/2016"
2669,Protex Soap 85 Gr 50 Units Fragrances To Choose,Boa tarde. Tem de própolis?,"Hello good afternoon, we will only have 3 units of propolis today and we will have plenty of other fragrances, thank you.13 / 06/2020"
2670,Protex Soap 85 Gr 50 Units Fragrances To Choose,"Oi....já realizei a compra, mas gostaria de outro kit (totalizando 100 sabonetes)....é que estou montando kits de máscara e sabonetes para distribuir para as pessoas de uma comunidade aqui perto de onde moro e estou com uma certa urgência no envio.........tem como mandar os dois kits juntos? vou realizar o pagamento do outro agora, mas devem bater em dias diferentes pra vc....obrigada","Hello good morning, as soon as it appears here your purchase we will post with urgency, thanks. 04/05/20"
2671,Protex Soap 85 Gr 50 Units Fragrances To Choose,What fragrances are available?,"Hello good afternoon, we will have propolis, balance, smooth, vitamin E and oats, thanks. 25/04/04"
2672,Protex Soap 85 Gr 50 Units Fragrances To Choose,"Good morning, can you improve the value?","Ola,boa tarde,infelizmente não temos como dar mais desconto,obrigado.30/03/2020"
2673,Protex Soap 85 Gr 50 Units Fragrances To Choose,Bom dia. Teria na fragrância Aloe Vera? Grata.,"Good night we don't have aloe vera today, thanks23 / 03/2020"
2674,Protex Soap 85 Gr 50 Units Fragrances To Choose,É 90 grana mesmo?,"Ola! É um prazer tê-lo(a) como nosso(a) cliente, informamos que todos nossos anúncios oferecem Mercado Pago para sua maior segurança, somos Mercado Líder Gold, um dos melhores do site.Bom dia,vão sortidos é de 85 gramas,vamos arrumar o anuncio,obrigado.Esperamos ter solucionado todas as suas dúvidas e estamos a sua disposição. Att equipe Drogaria Confiança09/02/2019"
2675,Protex Soap 85 Gr 50 Units Fragrances To Choose,Good Morning. Come assorted?,"Hello! It is a pleasure to have you as our client, we inform you that all of our ads offer Mercado Pago for your greater security, we are Mercado Líder Gold, one of the best on the site. we will fix the announcement, thank you. We hope to have solved all your doubts and we are at your disposal. We are looking for someone to join our team."
2676,Protex Soap 85 Gr 50 Units Fragrances To Choose,Qual o prazo de validade?!,"Hello! It is a pleasure to have you as our client, we inform you that all our ads offer Mercado Pago for your greater security, we are Mercado Líder Gold, one of the best on the site. Good day valid for August of two thousand and twenty , thank you. We hope to have resolved all your doubts and we are at your disposal. We are a family owned and operated business."
2677,Honey Essence for Soaps and the like - 200ml - Cosmetics -,Qual o frete para 13457036,Shipping cost is R $ 14.00 / 05/2017
2678,Coconut Soap Bar Granado 100 Gr 6 Units,"Hello good afternoon!!! Please, I would like to know the validity of the product ??? I await a reply and I thank you for your attention. Thanks.","Hello! It is a pleasure to have you as our client, we inform you that all our ads offer Mercado Pago for your greater security, we are Mercado Líder, one of the best on the site. Good afternoon, valid for May of two thousand and twenty and one, thank you. We hope to have resolved all your doubts and are at your disposal. We are a family owned and operated business."
2679,Coconut Soap Bar Granado 100 Gr 6 Units,tem comk fazer frete gratis p 45604543?,"Hello! It is a pleasure to have you as our client, we inform you that all our ads offer Mercado Pago for your greater security, we are Mercado Líder, one of the best on the site. Good day, free shipping is from percent and twenty reais, thank you. We hope to have resolved all your doubts and we are at your disposal. Attention Drogaria Confiança team18 / 07/2019"
2680,Epidac Oc Liquid Soap Oily And / or Acneic Skin 100g,Good night has available?,Olá! :) Produto disponível à pronta entrega. Aproveite! :)09/03/2020
2681,Epidac Oc Liquid Soap Oily And / or Acneic Skin 100g,Due date?,"Hello, ELAYNNEVIEIRAELAYNNEVIEIRA! We send all products valid for more than 06 months, in cases below this period, we communicate to customers. Taking advantage, did you know that it is possible to prevent various diseases using compression stockings? See this link: https://lista.mercadolivre.com.br/meia_Loja_farmadelivery04/11/2019"
2682,Vegan Citronella Soap From Expresso Mata Atlântica,Can it be used on children (4 years)?,Good Morning!!!! No problem. Any questions we have available. Hugs with Atlantic Forest Herbs !!! 01/10/2020
2683,Vegan Citronella Soap From Expresso Mata Atlântica,can cat and dog be used?,"Next week, you can buy Pet Shampoos with PetEcco. We signed partnerships with them, as they are ecological. They will have exclusivity in the production of the Pet line. If I'm not mistaken, they are entering the Mercado Livre this or the other week. Just type PetEcco. Any questions we have available. Sincerely Express Atlantic Forest.14 / 09/2020"
2684,Vegan Citronella Soap From Expresso Mata Atlântica,Can it be used on children (4 years)?,Good Morning!!!! No problem. Any questions we have available. Hugs with Atlantic Forest Herbs !!! 01/10/2020
2685,Vegan Citronella Soap From Expresso Mata Atlântica,can cat and dog be used?,"Next week, you can buy Pet Shampoos with PetEcco. We signed partnerships with them, as they are ecological. They will have exclusivity in the production of the Pet line. If I'm not mistaken, they are entering the Mercado Livre this or the other week. Just type PetEcco. Any questions we have available. Sincerely Express Atlantic Forest.14 / 09/2020"
2686,Granado Sulfur Soap Antiacne 90gr 12 Units,"ok, sexta-feira retorno o contato",Thanks.11 / 08/2020
2687,Granado Sulfur Soap Antiacne 90gr 12 Units,estou louca pra encontrar um fornecedor pra revenda e não consigo,"Infelizmente não estamos achando,mais vamos tentar com outros fornecedores,por favor faça uma pergunta mais pro fim da semana,quem sabe obrigado.11/08/2020"
2688,Granado Sulfur Soap Antiacne 90gr 12 Units,it is sulfur and salicylic acid,"Hello, we consulted the supplier and they don't have them in stock today, thanks. 11/08/2020"
2689,Granado Sulfur Soap Antiacne 90gr 12 Units,vc tem alguma previsão de data?,"Good morning, would that be the sulfurous garnet soap? 11/08/2020"
2690,Granado Sulfur Soap Antiacne 90gr 12 Units,"there is one that is specific, that has it in liquid. You know?","Good morning, yes we do not have it in stock today, we will place the order, thank you.11 / 08/2020"
2691,Granado Sulfur Soap Antiacne 90gr 12 Units,"Good morning, how are you? do you have anti-acne?","Good morning, this sulfur is anti acne thank you.11 / 08/2020"
2692,Granado Sulfur Soap Antiacne 90gr 12 Units,Jajá I will make the purchase thanks,"Ola! É um prazer tê-lo(a) como nosso(a) cliente, informamos que todos nossos anúncios oferecem Mercado Pago para sua maior segurança, somos Mercado Líder, um dos melhores do site.Boa tarde,estamos enviando abaixo o link de 9 unidades,obrigado.Esperamos ter solucionado todas as suas dúvidas e estamos a sua disposição. Att equipe Drogaria Confiança. https://produto.mercadolivre.com.br/MLB-1394280294-sabonete-de-enxofre-granado-antiacne-90gr-9-unidades-_JM?quantity=124/12/2019"
2693,Granado Sulfur Soap Antiacne 90gr 12 Units,You have prompt delivery,"Hello! It is a pleasure to have you as our client, we inform you that all of our ads offer Mercado Pago for your greater security, we are Mercado Líder, one of the best on the site. Good afternoon, today we will have in stock 09 units, Thank you. We hope we have solved all your doubts and we are at your disposal. Attention Drogaria Confiança team.24 / 12/2019"
2694,Clearskin Purifying Soap With Charcoal,Qual a validade,202318/07/2020
2695,Soapex 1% Soap 80g 2 Units,"Good morning, I would like to buy 4 ñ I'm getting only the option of 2 cm?",Good afternoon. We only have the quantity available in the ad. Thanks for contacting us. Thanks.25 / 07/2020
2696,Asepxia Sabonete Barra Formula Forte 85 Gr,Is it an old formula? I hated the new formula. If it's an old formula I want all your stock.,"Hello! It is a pleasure to have you as our client, we inform you that all our ads offer Mercado Pago for your greater security, we are Mercado Líder, one of the best on the site. Good morning, let's just go to the new formula, thank you. We hope we have solved all your doubts and we are at your disposal. Attention Drogaria Confiança team24 / 06/2018"
2697,Dove Soap Clay Oil and Rose Water - 90g,Oie boaaah tardeee !!! So this soap is for oily skin,"Hello, how are you? Thank you very much for contacting our store. Yes for oily skin. Promotes gentle cleansing of the skin. Its moisturizing formula maintains the skin's natural nutrients03 / 07/2020"
