,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
1806,Classic Lavender Soap Kanitz 150 Gr,17.0,,Kanitz Classic,150 g,,"Descrição
Sabonete tradicional com clássica fragrância de Alfazema Classic Kanitz 150 Gr.

Promove uma espuma suave e cremosa, limpando e perfumando a pele deliciosamente.

Industria Brasileira

APROVEITE A PROMOCAO, se deseja mais unidades compre no link abaixo e tenha frete gratis.
http://produto.mercadolivre.com.br/MLB-883412270-10-unidades-sabonete-alfazema-classic-kanitz-150-gr-cada-_JM

Tirem suas dúvidas antes de clicar em comprar, utilizando o campo abaixo ""perguntas ao vendedor"".

CONSULTE O FRETE NO CAMPO MERCADO ENVIOS. Caso clique em comprar e não conclua a compra, será negativado regras do Mercado Livre!!! Frete por conta do comprador

Atenção: O produto será postado em até 2 dias úteis. Mas sempre que possivel a postagem é feita no mesmo dia.

Em datas comemorativas como Natal , dia das mães, dos pais,.....etc pode ocorrer atraso na entrega por parte DOS CORREIOS. Não nos responsabilizamos por este atraso.

Fazemos nossa parte que é postar o mais breve possivel.",Location,New,61.0,,4.0
1807,Giovanna Baby Moments Blue Soap 90g (kit C / 03),22.4,Giovanna Baby,,90 g,,"description
DESCRIPTION: The Giovanna Baby Moments Blue Soap, gently cleanses and leaves the skin perfumed with Giovanna Baby's iconic fragrance.
ACTION / ASSETS: Blue: fragrance composed of a refreshing natural note associated with a simple Floral Bouquet of Jasmine, Rose and Ylang-Ylang in perfect harmony with Musk, Vanilla, Powdery background enriched by a woody complex.
HOW TO USE: Massage on the baby's wet skin until foam forms. Then rinse.
THIS ANNOUNCEMENT CONTAINS: 03 Giovanna Baby Moments Blue Soap 90g",Location,New,1.0,,
1808,Sabonete De Sedução E Atração Atrai E Seduz Quem Você Deseja,21.0,7 Skirts Spiritual Store,,100 g,,"description
All-purpose soaps
Oils for all purposes.
Attractive all-purpose perfumes
All-purpose baths
Making special candles for all purposes
Herbs, leaves, flowers for bathing
Mironga powder for all purposes and etc ...
All of our products are manufactured manually for any and all types of situations, each of the products are specifically crossed by their proper Spiritual Entities.
From breaking demand (Pretos Velhos), evil eye, cleansing of the aura (Oxalá), spiritual strengthening (Ogum), firmness of guardian angel (Oxalá), teasing people (Ogum), seduction (Pombagiras and Exus), attraction Pombagiras and Exus), calls money (Exus) among other products and other entities.
We accept orders and make any product you want for any type of purpose.
For more product information please contact our sales team.
Note: We make the crossing especially for you on your behalf, after the purchase gets in touch by messages and pass your data so that the entity can work in your favor.",Location,New,1.0,1,
1809,Granado Trat Sulfuroso Enxofre 10% Sabonete Em Barra 90g Blz,7.21,Pomegranate,,90 g,0,"Descrição
Sabonete em barra para pele oleosa e com acne. Limpa delicadamente com sua composição 100% vegetal. Granado Tratamento Sulfuroso Enxofre 10% auxilia no combate à espinha, cravo e oleosidade excessiva. Granado Tratamento Sulfuroso Enxofre 10% é umectante e emoliente, proporcionando revitalização, maciez e toque sedoso. Você garante limpeza e saúde no seu dia a dia!",Beauty on the Web,Novo,1.0,,5.0
1810,Sabonete Leite De Rosas 90g Tradicional,10.25,Milk of Roses,,90 g,,"Descrição
Sabonete Leite De Rosas 90g Tradicional",Location,New,1.0,,
1811,Lola Cosmetics Hold That Bar Apple Jakie - Soap 130g,23.9,,,130 g,,"description
Bar soap for all skin types. With a mild fragrance, Lola Cosmetics Segura This Apple Jakie Soap Bar guarantees a cleansing that does not dry out the skin, thanks to the creamy touch and formula with essential oil of bergamot. Lola Cosmetics Safe Bar Soap This Apple Jakie Bar leaves your body soft, in addition to making your bath more comfortable. Your well-being is guaranteed. This product is 100% vegan.",Beauty on the Web,Novo,1.0,,
1812,Paul Mitchell Tea Tree Body Bar Sabonete Em Barra 150g,49.9,,,150 g,,"description
For all skin types. Daily use. Leaves skin clean and toned. Helps stimulate and exfoliate the skin. Ideal for shaving.

How to use:
Moisten the skin. Foam and gently massage the body. Rinse thoroughly.",Location,New,1.0,1,
1813,Davene Oat Milk Classic Soap 90g (kit C / 12),61.4,Davene,Vegetal Perfume Original Clássico Leite de Aveia,90 g,,"description
DESCRIPTION: The Oat Milk Classic soap has moisturizing actives that gently cleanses the skin, leaving it soft and silky. Cleans without drying the skin. HOW TO USE: Apply the Oat Milk Soap over the entire skin, gently massaging the entire body. Rinse immediately. THIS ANNOUNCEMENT CONTAINS: 12 Davene Oat Milk Classic Soap 90g",Location,New,1.0,1,
1814,Elemento Mineral Argila Branca - Sabonete Em Barra 100g Blz,17.9,Elemento Mineral,,100 g,Elemento Mineral Argila Branca - Sabonete em Barra 100g,"description
Vegetable soap for all skin types. Mineral Element White Clay Vegetable Soap promotes cleansing that leaves the skin silky, soft and slightly hydrated. With white clay microparticles that do not leave the soap rough. Mineral Element White Clay Vegetable Soap has aromatherapy fragrances with essential oils from Ylang Ylang, Lavender, Melaleuca, and Vetiver in its composition. Promotes feeling of relaxation.",Beauty on the Web,New,57.0,,
1815,Phebo Lavender Provençal Soap 100g (kit C / 06),53.6,Phebo,Alfazema Provençal,,,"description
DESCRIPTION: Bar soap for all skin types. Gently cleanses the body, providing softness and smoothness. Phebo Mediterranean Lavender Provençal promotes a more luxurious and fresh bath.Action / Assets: Nourishes, moisturizes and provides a velvety touch, preventing dryness of the epidermis. Phebo Mediterranean Lavender Provençal perfumes the body with a fresh fragrance with hints of sage and rosemary. The result is a clean, perfumed and soft skin. HOW TO USE: While bathing, with a wet body, apply the soap, massaging gently until foam is formed. Then rinse. THIS AD CONTAINS: 06 Phebo Lavender Provençal Soap 100g",Location,New,1.0,,
1816,Kit 6 Sabonetes Barbatimão 90g,25.0,,,90 g,,"description
Kit with:
6 Barbatimão Soaps 90g


Valid: 02/2022",Location,Novo,1.0,6,
1817,Mini Alcohol Gel 70 Antiseptic Pocket 30ml - 100un,98.0,Love and Aroma,GEL,,,"description
WE HAVE LARGER AND LESS KITS, SEE

ALCOHOL GEL 70 AUT MS 2.0156-9, CRQ / REG 04366924
WE ASSEMBLY ART AT NO COST OR WE USE YOUR LOGO
CORPORATE TOAST
YOUR COMPANY WILL DRAW
-------------------------------------------------- ---------------------------------------

AVAILABLE AROMAS order after purchase if you want aroma

Neutral
Mom Baby
Giovana baby

-------------------------------------------------- ---------------------------------------

INCLUDED ITEMS

* PET BOTTLE WITH ALCOHOL GEL - height: 7.0 cm Approx. 30ml
* LABEL Waterproof Photo Paper - No stain


CUSTOMIZATION
- After purchase we will contact you for customization
- Shipping period after purchase up to 3 Business days
- Stickers are still cut for the customer to finish
- Simple Assembly",Location,Novo,4.0,,
1818,Phebo Odor De Rosas Soap 90g (kit C / 06),50.6,,,90 g,Phebo Odor De Rosas Sabonete 90g,"Descrição
DESCRIÇÃO: Primeira fragrância da Perfumaria Phebo, criada em 1930. Mantém a sua formula original, exótica com toque de especiarias e flores. Sabonete com base vegetal e glicerina 100% natural. AÇÃO/ATIVOS: Sua alta concentração de fragrância garante uma perfumação prolongada. Fórmula suave, hidrata e oferece mais maciez para a pele. Recomendado para todos os tipos de pele. Uso diário. Não contém ingredientes de origem animal.MODO DE USAR: Aplique o produto sobre a pele molhada, friccionando suavemente para obter espuma. Em seguida enxágue.ESTE ANÚNCIO CONTÉM: 06 Phebo Odor De Rosas Sabonete 90g",Localização,Novo,1.0,6,4.8
1819,Kit Presente Sabonete Barra Vegetal Sortido Tododia Natura,27.75,,,90 g,,"Descrição
Sabonete Barra Vegetal Sortido Tododia Presente

Somos revendedores autorizados Natura, todos os produtos são originais e lacrados. Validade superior a 2022.
Postamos em menos de 24h úteis! Adicione mais produtos em oferta e aproveito o frete grátis.

Sobre o produto:

Sabonetes com fragrâncias frutais florais, cítricas e com especiarias.
Embalagem com visor mostrando os sabonetes que trazem desejos de fim de ano.

Contém:
1 Caixa de sabonetes em barra puro vegetal com 5 unidades de 90g, sendo:
- 2 Caqui e flor de ameixa
- 1 Tangerina e cardamomo
- 2 hortelã e gengibre
1 sacola de presente.",Location,New,1.0,5,
1820,Take Care of Yourself Soap Bar Barra Quinteto Morango e Leite,27.17,The boticario,Take care,400 g,,"Descrição
Cuide-se Bem Sabonete em Barra Quinteto Morango e Leite, 5 unidades de 80 g cada",Localização,New,2.0,5,
1821,Kit 5 Soap J & j Baby Original - 80g Each,20.4,Johnson & Johnson,,,,"description
Kit 5 Soap J&J Baby Original - 80g Each

Take advantage of the bath time to gently clean the baby's skin and make it even softer. JOHNSON’S® baby Soap Original is enriched with moisturizer that prevents dryness and is soft and delicate enough to be used on the baby's body and face. It has a practical format, to make bathing easier.

- Gently cleans and leaves the classic JOHNSON’S® baby scent after bathing.
- Free of parabens and phthalates.
- Tested by dermatologists.

How and when to use:
At bath time, first rub the product on your hands until you get a creamy foam. Then spread the foam on the baby's skin. Massage gently all over the body, make a little foam, rinse and caress.

*Keep out of the reach of children. Do not use if the quality seal is damaged.

Ingredients:
Sodium Tallowate *, Sodium Palm Kernelate *, Aqua *, Glycerin *, Parfum (Alpha-Isomethyl Ionone, Benzyl Cinnamate, Cinnamyl Alcohol, Citronellol, Coumarin, Geraniol, Hydroxycitronellal), Titanium Dioxide *, Tetrasodium EDTA, Etidronic Acid",Location,New,1.0,5,
1822,Kit 2 Lipikar Surgras La Roche-posay Body Soap - 80,123.5,La Roche-Posay,,80 g,,"Descrição
Kit 2 Sabonete Corporal Lipikar Surgras La Roche-posay - 80g Cada

7896014179305",Location,New,1.0,1,
1823,Nivea Silk Mousse Rhubarb Raspberry - Espuma De Banho 200ml,24.98,Nivea,,,0,"description
Bath foam for all skin types. NIVEA Silk Mousse Rhubarb Raspberry cleanses the skin while moisturizing and leaving the touch soft. Leaves skin as silky smooth. NIVEA Silk Mousse Rhubarb Raspberry has an innovative texture that produces a creamy foam that purifies while giving emollience and nutrition. Creates a very relaxing and perfumed bathing experience, with the fragrance of red fruits.",Beauty on the Web,New,1.0,,
1824,Lola Segura This Bar Patchouli And Ginger - Soap 130g,23.9,Barra,,130 g,,"description
Soap for all skin types. Lola Cosmetics Segura This Bar Patchouli and Ginger Bar Soap cleans, perfumes and promotes a good feeling of well-being. With natural and organic assets, Lola Cosmetics Segura Barra Soap This Patchouli and Ginger Bar is free of parabens and dyes. In addition, it maintains the skin's softness and prolonged hydration. This product is 100% vegan.",Beauty on the Web,New,1.0,,
1825,Dermaclean Green Clay Soap 110g,13.99,Derma Clean,Argila Verde,110 g,,"Descrição
Sabonete secativo de argila verde. Para peles normais e oleosas.
Promove um peeling natural, controla oleosidade e deixa a pele homogênea.
Produto não testado em animais.",Location,Novo,1.0,,
1826,Cucumber Soap Natural Extract (12 Units) Wholesale,23.99,BIONATURE,Sabonetes,90 g,,"Descrição
Rico em Vitamina C, com ação Antioxidante e sílica e refrescante em caso de queimaduras solares e pele irritada. Ótimo para rejuvenescer a pele e atenuar as olheiras e hidratante para pele.",Location,New,1.0,12,
1827,Rosehip Soap Natural Extract (12 PCS) Wholesale,23.99,BIONATURE,,,,"description
Helps decrease stretch marks, keloids, scars and fine lines. Strengthens the skin's collagen and elastin, nourishing deeply. Great for dry or flaking skin, leaving it smooth and silky. The rosehip stands out as a powerful and effective with regard to scars ... Nothing better than taking care with natural and first quality products .....",Location,Novo,1.0,12,
1828,Cetaphil Deep Cleansing Soap - 127g,35.45,Satafil,,127 g,,"Descrição
Sabonete Cetaphil Limpeza Profunda - 127g

3499320008341",Location,,,1,
1829,Clearskin Purifying Soap With Charcoal,17.99,Avon,Clearskin,,,"description
Clearskin Purifying Soap with Charcoal

The purifying soap with charcoal extract helps to remove deep impurities from the pores and remove excess oil from the skin. Immediately leaves the skin feeling clean and smooth. Suitable for face and body. Formula without oil. Dermatologically tested.

Moisten the skin with warm water, lather and massage the skin gently. Use on the face and body when necessary, avoiding intimate areas and eye area. Suitable for daily use.",Location,New,2.0,,
